time,realization,experimentVersionNumber,lat,lon,t2m
1993-06-02,0,0001,50.74,15.74,285.5298
1993-07-02,0,0001,50.74,15.74,286.03735
1993-08-02,0,0001,50.74,15.74,286.45142
1993-09-02,0,0001,50.74,15.74,282.77734
1993-10-02,0,0001,50.74,15.74,278.73242
1993-11-02,0,0001,50.74,15.74,270.2848
1993-12-02,0,0001,50.74,15.74,271.48853
1994-01-02,0,0001,50.74,15.74,271.66016
1994-02-02,0,0001,50.74,15.74,268.6765
1994-03-02,0,0001,50.74,15.74,274.3435
1994-04-02,0,0001,50.74,15.74,277.44214
1994-05-02,0,0001,50.74,15.74,282.41675
1994-06-02,0,0001,50.74,15.74,285.9734
1994-07-02,0,0001,50.74,15.74,291.5171
1994-08-02,0,0001,50.74,15.74,288.24585
1994-09-02,0,0001,50.74,15.74,284.58154
1994-10-02,0,0001,50.74,15.74,277.5652
1994-11-02,0,0001,50.74,15.74,275.85815
1994-12-02,0,0001,50.74,15.74,271.6902
1995-01-02,0,0001,50.74,15.74,267.9956
1995-02-02,0,0001,50.74,15.74,272.85205
1995-03-02,0,0001,50.74,15.74,271.61597
1995-04-02,0,0001,50.74,15.74,277.27856
1995-05-02,0,0001,50.74,15.74,282.17847
1995-06-02,0,0001,50.74,15.74,285.09546
1995-07-02,0,0001,50.74,15.74,290.26294
1995-08-02,0,0001,50.74,15.74,288.1411
1995-09-02,0,0001,50.74,15.74,282.90576
1995-10-02,0,0001,50.74,15.74,281.7594
1995-11-02,0,0001,50.74,15.74,270.7605
1995-12-02,0,0001,50.74,15.74,267.2517
1996-01-02,0,0001,50.74,15.74,265.79065
1996-02-02,0,0001,50.74,15.74,265.6189
1996-03-02,0,0001,50.74,15.74,269.16968
