time,realization,experimentVersionNumber,lat,lon,t2m
1976-03-02,0,0001,48.84,16.64,274.60034
1976-04-02,0,0001,48.84,16.64,282.31714
1976-05-02,0,0001,48.84,16.64,287.4319
1976-06-02,0,0001,48.84,16.64,291.6162
1976-07-02,0,0001,48.84,16.64,294.33325
1976-08-02,0,0001,48.84,16.64,290.46216
1976-09-02,0,0001,48.84,16.64,287.1582
1976-10-02,0,0001,48.84,16.64,284.0558
1976-11-02,0,0001,48.84,16.64,279.04395
1976-12-02,0,0001,48.84,16.64,273.1997
1977-01-02,0,0001,48.84,16.64,271.52893
1977-02-02,0,0001,48.84,16.64,275.45142
1977-03-02,0,0001,48.84,16.64,280.32642
1977-04-02,0,0001,48.84,16.64,280.22388
1977-05-02,0,0001,48.84,16.64,286.70825
1977-06-02,0,0001,48.84,16.64,291.5122
1977-07-02,0,0001,48.84,16.64,292.44067
1977-08-02,0,0001,48.84,16.64,290.87817
1977-09-02,0,0001,48.84,16.64,286.41992
1977-10-02,0,0001,48.84,16.64,283.39832
1977-11-02,0,0001,48.84,16.64,278.30127
1977-12-02,0,0001,48.84,16.64,272.90015
1978-01-02,0,0001,48.84,16.64,273.29102
1978-02-02,0,0001,48.84,16.64,271.4165
1978-03-02,0,0001,48.84,16.64,278.4807
1978-04-02,0,0001,48.84,16.64,280.53076
1978-05-02,0,0001,48.84,16.64,285.562
1978-06-02,0,0001,48.84,16.64,289.3308
1978-07-02,0,0001,48.84,16.64,290.4878
1978-08-02,0,0001,48.84,16.64,290.99072
1978-09-02,0,0001,48.84,16.64,287.47217
1978-10-02,0,0001,48.84,16.64,283.5542
1978-11-02,0,0001,48.84,16.64,275.46008
1978-12-02,0,0001,48.84,16.64,272.99194
1979-01-02,0,0001,48.84,16.64,268.78455
1979-02-02,0,0001,48.84,16.64,273.25073
1979-03-02,0,0001,48.84,16.64,278.5957
1979-04-02,0,0001,48.84,16.64,280.73584
1979-05-02,0,0001,48.84,16.64,287.34253
1979-06-02,0,0001,48.84,16.64,292.4734
1979-07-02,0,0001,48.84,16.64,290.08154
1979-08-02,0,0001,48.84,16.64,291.09888
1979-09-02,0,0001,48.84,16.64,288.4878
1979-10-02,0,0001,48.84,16.64,281.6272
1979-11-02,0,0001,48.84,16.64,277.6764
1979-12-02,0,0001,48.84,16.64,276.95825
1980-01-02,0,0001,48.84,16.64,268.04492
1980-02-02,0,0001,48.84,16.64,274.3169
1980-03-02,0,0001,48.84,16.64,276.35718
1980-04-02,0,0001,48.84,16.64,279.68872
1980-05-02,0,0001,48.84,16.64,284.46436
1980-06-02,0,0001,48.84,16.64,290.54688
1980-07-02,0,0001,48.84,16.64,290.79517
1980-08-02,0,0001,48.84,16.64,292.11206
1980-09-02,0,0001,48.84,16.64,287.84204
1980-10-02,0,0001,48.84,16.64,282.17993
1980-11-02,0,0001,48.84,16.64,275.56433
1980-12-02,0,0001,48.84,16.64,272.46533
1981-01-02,0,0001,48.84,16.64,270.37744
1981-02-02,0,0001,48.84,16.64,273.57568
1981-03-02,0,0001,48.84,16.64,280.5515
1981-04-02,0,0001,48.84,16.64,281.48657
1981-05-02,0,0001,48.84,16.64,287.9204
1981-06-02,0,0001,48.84,16.64,292.21875
1981-07-02,0,0001,48.84,16.64,292.13525
1981-08-02,0,0001,48.84,16.64,292.53735
1981-09-02,0,0001,48.84,16.64,288.93677
1981-10-02,0,0001,48.84,16.64,283.46167
1981-11-02,0,0001,48.84,16.64,277.75415
1981-12-02,0,0001,48.84,16.64,270.82288
1982-01-02,0,0001,48.84,16.64,267.86438
1982-02-02,0,0001,48.84,16.64,272.11426
1982-03-02,0,0001,48.84,16.64,278.10107
1982-04-02,0,0001,48.84,16.64,280.135
1982-05-02,0,0001,48.84,16.64,287.74072
1982-06-02,0,0001,48.84,16.64,292.07715
1982-07-02,0,0001,48.84,16.64,293.5608
1982-08-02,0,0001,48.84,16.64,293.36694
1982-09-02,0,0001,48.84,16.64,292.1316
1982-10-02,0,0001,48.84,16.64,284.16577
1982-11-02,0,0001,48.84,16.64,278.28967
1982-12-02,0,0001,48.84,16.64,275.2013
1983-01-02,0,0001,48.84,16.64,276.8911
1983-02-02,0,0001,48.84,16.64,270.54858
1983-03-02,0,0001,48.84,16.64,278.59253
1983-04-02,0,0001,48.84,16.64,284.167
1983-05-02,0,0001,48.84,16.64,288.85474
1983-06-02,0,0001,48.84,16.64,291.41748
1983-07-02,0,0001,48.84,16.64,296.22974
1983-08-02,0,0001,48.84,16.64,294.2854
1983-09-02,0,0001,48.84,16.64,289.48413
1983-10-02,0,0001,48.84,16.64,283.44458
1983-11-02,0,0001,48.84,16.64,275.63525
1983-12-02,0,0001,48.84,16.64,273.3828
1984-01-02,0,0001,48.84,16.64,272.97656
1984-02-02,0,0001,48.84,16.64,273.38257
1984-03-02,0,0001,48.84,16.64,276.28174
1984-04-02,0,0001,48.84,16.64,281.69897
1984-05-02,0,0001,48.84,16.64,286.63037
1984-06-02,0,0001,48.84,16.64,289.66357
1984-07-02,0,0001,48.84,16.64,291.39966
1984-08-02,0,0001,48.84,16.64,291.8838
1984-09-02,0,0001,48.84,16.64,287.85352
1984-10-02,0,0001,48.84,16.64,284.07654
1984-11-02,0,0001,48.84,16.64,278.6725
1984-12-02,0,0001,48.84,16.64,272.90674
1985-01-02,0,0001,48.84,16.64,264.17053
1985-02-02,0,0001,48.84,16.64,268.15137
1985-03-02,0,0001,48.84,16.64,276.807
1985-04-02,0,0001,48.84,16.64,282.28027
1985-05-02,0,0001,48.84,16.64,288.50854
1985-06-02,0,0001,48.84,16.64,288.9768
1985-07-02,0,0001,48.84,16.64,293.60254
1985-08-02,0,0001,48.84,16.64,292.32886
1985-09-02,0,0001,48.84,16.64,288.7859
1985-10-02,0,0001,48.84,16.64,283.42883
1985-11-02,0,0001,48.84,16.64,274.34912
1985-12-02,0,0001,48.84,16.64,275.6162
1986-01-02,0,0001,48.84,16.64,272.92554
1986-02-02,0,0001,48.84,16.64,267.55676
1986-03-02,0,0001,48.84,16.64,276.34167
1986-04-02,0,0001,48.84,16.64,283.85156
1986-05-02,0,0001,48.84,16.64,290.2776
1986-06-02,0,0001,48.84,16.64,290.63403
1986-07-02,0,0001,48.84,16.64,292.5027
1986-08-02,0,0001,48.84,16.64,293.26587
1986-09-02,0,0001,48.84,16.64,287.50024
1986-10-02,0,0001,48.84,16.64,283.83826
1986-11-02,0,0001,48.84,16.64,278.198
1986-12-02,0,0001,48.84,16.64,272.7876
1987-01-02,0,0001,48.84,16.64,265.98242
1987-02-02,0,0001,48.84,16.64,272.78015
1987-03-02,0,0001,48.84,16.64,272.04346
1987-04-02,0,0001,48.84,16.64,282.4043
1987-05-02,0,0001,48.84,16.64,285.51514
1987-06-02,0,0001,48.84,16.64,289.9724
1987-07-02,0,0001,48.84,16.64,293.57397
1987-08-02,0,0001,48.84,16.64,290.63184
1987-09-02,0,0001,48.84,16.64,290.8247
1987-10-02,0,0001,48.84,16.64,284.59644
1987-11-02,0,0001,48.84,16.64,278.21826
1987-12-02,0,0001,48.84,16.64,274.97583
1988-01-02,0,0001,48.84,16.64,275.23364
1988-02-02,0,0001,48.84,16.64,275.17847
1988-03-02,0,0001,48.84,16.64,275.8694
1988-04-02,0,0001,48.84,16.64,281.99243
1988-05-02,0,0001,48.84,16.64,289.00073
1988-06-02,0,0001,48.84,16.64,290.70312
1988-07-02,0,0001,48.84,16.64,294.33032
1988-08-02,0,0001,48.84,16.64,293.70752
1988-09-02,0,0001,48.84,16.64,288.4641
1988-10-02,0,0001,48.84,16.64,283.5869
1988-11-02,0,0001,48.84,16.64,274.2749
1988-12-02,0,0001,48.84,16.64,275.40112
1989-01-02,0,0001,48.84,16.64,273.83984
1989-02-02,0,0001,48.84,16.64,277.06885
1989-03-02,0,0001,48.84,16.64,280.24756
1989-04-02,0,0001,48.84,16.64,284.1062
1989-05-02,0,0001,48.84,16.64,287.71558
1989-06-02,0,0001,48.84,16.64,289.7234
1989-07-02,0,0001,48.84,16.64,293.36914
1989-08-02,0,0001,48.84,16.64,292.94995
1989-09-02,0,0001,48.84,16.64,289.26318
1989-10-02,0,0001,48.84,16.64,284.0166
1989-11-02,0,0001,48.84,16.64,276.16028
1989-12-02,0,0001,48.84,16.64,274.1836
1990-01-02,0,0001,48.84,16.64,273.12244
1990-02-02,0,0001,48.84,16.64,277.25806
1990-03-02,0,0001,48.84,16.64,281.3037
1990-04-02,0,0001,48.84,16.64,281.86377
1990-05-02,0,0001,48.84,16.64,288.93872
1990-06-02,0,0001,48.84,16.64,291.02148
1990-07-02,0,0001,48.84,16.64,292.66675
1990-08-02,0,0001,48.84,16.64,294.53613
1990-09-02,0,0001,48.84,16.64,286.71582
1990-10-02,0,0001,48.84,16.64,283.61597
1990-11-02,0,0001,48.84,16.64,278.7329
1990-12-02,0,0001,48.84,16.64,273.19458
1991-01-02,0,0001,48.84,16.64,273.3318
1991-02-02,0,0001,48.84,16.64,270.09753
1991-03-02,0,0001,48.84,16.64,279.96313
1991-04-02,0,0001,48.84,16.64,281.3689
1991-05-02,0,0001,48.84,16.64,283.97656
1991-06-02,0,0001,48.84,16.64,290.25146
1991-07-02,0,0001,48.84,16.64,294.5122
1991-08-02,0,0001,48.84,16.64,292.83887
1991-09-02,0,0001,48.84,16.64,289.9419
1991-10-02,0,0001,48.84,16.64,282.3689
1991-11-02,0,0001,48.84,16.64,277.5055
1991-12-02,0,0001,48.84,16.64,272.47534
1992-01-02,0,0001,48.84,16.64,274.41565
1992-02-02,0,0001,48.84,16.64,275.97485
1992-03-02,0,0001,48.84,16.64,278.23853
1992-04-02,0,0001,48.84,16.64,282.17236
1992-05-02,0,0001,48.84,16.64,288.05713
1992-06-02,0,0001,48.84,16.64,291.7744
1992-07-02,0,0001,48.84,16.64,294.92065
1992-08-02,0,0001,48.84,16.64,297.95947
1992-09-02,0,0001,48.84,16.64,289.18774
1992-10-02,0,0001,48.84,16.64,281.82593
1992-11-02,0,0001,48.84,16.64,277.75024
1992-12-02,0,0001,48.84,16.64,273.12085
1993-01-02,0,0001,48.84,16.64,273.51562
1993-02-02,0,0001,48.84,16.64,271.53552
1993-03-02,0,0001,48.84,16.64,276.0852
1993-04-02,0,0001,48.84,16.64,282.77734
1993-05-02,0,0001,48.84,16.64,290.53052
1993-06-02,0,0001,48.84,16.64,291.36377
1993-07-02,0,0001,48.84,16.64,292.02563
1993-08-02,0,0001,48.84,16.64,292.68774
1993-09-02,0,0001,48.84,16.64,287.58594
1993-10-02,0,0001,48.84,16.64,283.50586
1993-11-02,0,0001,48.84,16.64,273.94104
1993-12-02,0,0001,48.84,16.64,274.51196
1994-01-02,0,0001,48.84,16.64,275.90625
1994-02-02,0,0001,48.84,16.64,273.823
1994-03-02,0,0001,48.84,16.64,280.37476
1994-04-02,0,0001,48.84,16.64,282.65698
1994-05-02,0,0001,48.84,16.64,287.13354
1994-06-02,0,0001,48.84,16.64,291.06128
1994-07-02,0,0001,48.84,16.64,296.36475
1994-08-02,0,0001,48.84,16.64,294.3064
1994-09-02,0,0001,48.84,16.64,289.74756
1994-10-02,0,0001,48.84,16.64,281.2527
1994-11-02,0,0001,48.84,16.64,279.34644
1994-12-02,0,0001,48.84,16.64,274.32104
1995-01-02,0,0001,48.84,16.64,272.58545
1995-02-02,0,0001,48.84,16.64,277.39307
1995-03-02,0,0001,48.84,16.64,276.9109
1995-04-02,0,0001,48.84,16.64,282.80786
1995-05-02,0,0001,48.84,16.64,286.71753
1995-06-02,0,0001,48.84,16.64,289.6892
1995-07-02,0,0001,48.84,16.64,295.53833
1995-08-02,0,0001,48.84,16.64,293.01416
1995-09-02,0,0001,48.84,16.64,287.1128
1995-10-02,0,0001,48.84,16.64,284.66174
1995-11-02,0,0001,48.84,16.64,275.5027
1995-12-02,0,0001,48.84,16.64,271.86304
1996-01-02,0,0001,48.84,16.64,269.56018
1996-02-02,0,0001,48.84,16.64,267.78296
1996-03-02,0,0001,48.84,16.64,273.84546
1996-04-02,0,0001,48.84,16.64,281.9082
1996-05-02,0,0001,48.84,16.64,287.99365
1996-06-02,0,0001,48.84,16.64,291.16943
