time,realization,experimentVersionNumber,lat,lon,sd
1955-05-01,0,0001,50.74,15.74,6.1035156e-05
1955-06-01,0,0001,50.74,15.74,-7.345365e-25
1955-07-01,0,0001,50.74,15.74,-7.345365e-25
1955-08-01,0,0001,50.74,15.74,-7.345365e-25
1955-09-01,0,0001,50.74,15.74,-7.345365e-25
1955-10-01,0,0001,50.74,15.74,0.00042152405
1955-11-01,0,0001,50.74,15.74,0.0130701065
1955-12-01,0,0001,50.74,15.74,0.056028366
1956-01-01,0,0001,50.74,15.74,0.084425926
1956-02-01,0,0001,50.74,15.74,0.12332916
1956-03-01,0,0001,50.74,15.74,0.20045757
1956-04-01,0,0001,50.74,15.74,0.09758282
1956-05-01,0,0001,50.74,15.74,0.00045681
1956-06-01,0,0001,50.74,15.74,-7.345365e-25
1956-07-01,0,0001,50.74,15.74,-7.345365e-25
1956-08-01,0,0001,50.74,15.74,-7.345365e-25
1956-09-01,0,0001,50.74,15.74,-7.345365e-25
1956-10-01,0,0001,50.74,15.74,0.00035953522
1956-11-01,0,0001,50.74,15.74,0.01803875
1956-12-01,0,0001,50.74,15.74,0.023557663
1957-01-01,0,0001,50.74,15.74,0.024801254
1957-02-01,0,0001,50.74,15.74,0.013296127
1957-03-01,0,0001,50.74,15.74,0.009748459
1957-04-01,0,0001,50.74,15.74,0.0009775162
1957-05-01,0,0001,50.74,15.74,0.00045394897
1957-06-01,0,0001,50.74,15.74,-7.345365e-25
1957-07-01,0,0001,50.74,15.74,-7.345365e-25
1957-08-01,0,0001,50.74,15.74,-7.345365e-25
1957-09-01,0,0001,50.74,15.74,9.536743e-07
1957-10-01,0,0001,50.74,15.74,5.722046e-06
1957-11-01,0,0001,50.74,15.74,0.0008535385
1957-12-01,0,0001,50.74,15.74,0.025691032
1958-01-01,0,0001,50.74,15.74,0.10512161
1958-02-01,0,0001,50.74,15.74,0.12869835
1958-03-01,0,0001,50.74,15.74,0.18092632
1958-04-01,0,0001,50.74,15.74,0.14802265
1958-05-01,0,0001,50.74,15.74,0.0033988953
1958-06-01,0,0001,50.74,15.74,-7.345365e-25
1958-07-01,0,0001,50.74,15.74,-7.345365e-25
1958-08-01,0,0001,50.74,15.74,-7.345365e-25
1958-09-01,0,0001,50.74,15.74,-7.345365e-25
1958-10-01,0,0001,50.74,15.74,0.0024032593
1958-11-01,0,0001,50.74,15.74,0.00013446808
1958-12-01,0,0001,50.74,15.74,0.021572113
1959-01-01,0,0001,50.74,15.74,0.05268669
1959-02-01,0,0001,50.74,15.74,0.095178604
1959-03-01,0,0001,50.74,15.74,0.020801544
1959-04-01,0,0001,50.74,15.74,0.0005722046
1959-05-01,0,0001,50.74,15.74,-7.345365e-25
1959-06-01,0,0001,50.74,15.74,-7.345365e-25
1959-07-01,0,0001,50.74,15.74,-7.345365e-25
1959-08-01,0,0001,50.74,15.74,-7.345365e-25
1959-09-01,0,0001,50.74,15.74,-7.345365e-25
1959-10-01,0,0001,50.74,15.74,3.6239624e-05
1959-11-01,0,0001,50.74,15.74,0.0030431747
1959-12-01,0,0001,50.74,15.74,0.017253876
1960-01-01,0,0001,50.74,15.74,0.066262245
1960-02-01,0,0001,50.74,15.74,0.10455799
1960-03-01,0,0001,50.74,15.74,0.06727314
1960-04-01,0,0001,50.74,15.74,0.004351616
1960-05-01,0,0001,50.74,15.74,0.0006132126
1960-06-01,0,0001,50.74,15.74,-7.345365e-25
1960-07-01,0,0001,50.74,15.74,-7.345365e-25
1960-08-01,0,0001,50.74,15.74,-7.345365e-25
1960-09-01,0,0001,50.74,15.74,-7.345365e-25
1960-10-01,0,0001,50.74,15.74,0.00049972534
1960-11-01,0,0001,50.74,15.74,0.0006761551
1960-12-01,0,0001,50.74,15.74,0.0051431656
1961-01-01,0,0001,50.74,15.74,0.03302574
1961-02-01,0,0001,50.74,15.74,0.05802536
1961-03-01,0,0001,50.74,15.74,0.010037422
1961-04-01,0,0001,50.74,15.74,0.0002937317
1961-05-01,0,0001,50.74,15.74,9.536743e-07
1961-06-01,0,0001,50.74,15.74,-7.345365e-25
1961-07-01,0,0001,50.74,15.74,-7.345365e-25
1961-08-01,0,0001,50.74,15.74,-7.345365e-25
1961-09-01,0,0001,50.74,15.74,-7.345365e-25
1961-10-01,0,0001,50.74,15.74,1.9073486e-06
1961-11-01,0,0001,50.74,15.74,0.0022773743
1961-12-01,0,0001,50.74,15.74,0.008628845
1962-01-01,0,0001,50.74,15.74,0.033750534
1962-02-01,0,0001,50.74,15.74,0.101763725
1962-03-01,0,0001,50.74,15.74,0.16872406
1962-04-01,0,0001,50.74,15.74,0.05580616
1962-05-01,0,0001,50.74,15.74,0.0009441376
1962-06-01,0,0001,50.74,15.74,8.583069e-06
1962-07-01,0,0001,50.74,15.74,-7.345365e-25
1962-08-01,0,0001,50.74,15.74,-7.345365e-25
1962-09-01,0,0001,50.74,15.74,-7.345365e-25
1962-10-01,0,0001,50.74,15.74,7.724762e-05
1962-11-01,0,0001,50.74,15.74,0.00859642
1962-12-01,0,0001,50.74,15.74,0.060411453
1963-01-01,0,0001,50.74,15.74,0.11751175
1963-02-01,0,0001,50.74,15.74,0.15484905
1963-03-01,0,0001,50.74,15.74,0.16072845
1963-04-01,0,0001,50.74,15.74,0.06279755
1963-05-01,0,0001,50.74,15.74,8.010864e-05
1963-06-01,0,0001,50.74,15.74,-7.345365e-25
1963-07-01,0,0001,50.74,15.74,-7.345365e-25
1963-08-01,0,0001,50.74,15.74,-7.345365e-25
1963-09-01,0,0001,50.74,15.74,-7.345365e-25
1963-10-01,0,0001,50.74,15.74,-7.345365e-25
1963-11-01,0,0001,50.74,15.74,0.0010147095
1963-12-01,0,0001,50.74,15.74,0.007754326
1964-01-01,0,0001,50.74,15.74,0.0246706
1964-02-01,0,0001,50.74,15.74,0.09849167
1964-03-01,0,0001,50.74,15.74,0.107626915
1964-04-01,0,0001,50.74,15.74,0.014939308
1964-05-01,0,0001,50.74,15.74,9.536743e-07
1964-06-01,0,0001,50.74,15.74,-7.345365e-25
1964-07-01,0,0001,50.74,15.74,-7.345365e-25
1964-08-01,0,0001,50.74,15.74,-7.345365e-25
1964-09-01,0,0001,50.74,15.74,9.536743e-07
1964-10-01,0,0001,50.74,15.74,0.00033283234
1964-11-01,0,0001,50.74,15.74,0.0022830963
1964-12-01,0,0001,50.74,15.74,0.025384903
1965-01-01,0,0001,50.74,15.74,0.07005024
1965-02-01,0,0001,50.74,15.74,0.13609219
1965-03-01,0,0001,50.74,15.74,0.18869686
1965-04-01,0,0001,50.74,15.74,0.039155006
1965-05-01,0,0001,50.74,15.74,7.534027e-05
1965-06-01,0,0001,50.74,15.74,-7.345365e-25
1965-07-01,0,0001,50.74,15.74,-7.345365e-25
1965-08-01,0,0001,50.74,15.74,-7.345365e-25
1965-09-01,0,0001,50.74,15.74,-7.345365e-25
1965-10-01,0,0001,50.74,15.74,-7.345365e-25
1965-11-01,0,0001,50.74,15.74,0.015462875
1965-12-01,0,0001,50.74,15.74,0.075120926
1966-01-01,0,0001,50.74,15.74,0.10909271
1966-02-01,0,0001,50.74,15.74,0.10083485
1966-03-01,0,0001,50.74,15.74,0.031375885
1966-04-01,0,0001,50.74,15.74,0.004889488
1966-05-01,0,0001,50.74,15.74,-7.345365e-25
1966-06-01,0,0001,50.74,15.74,-7.345365e-25
1966-07-01,0,0001,50.74,15.74,-7.345365e-25
1966-08-01,0,0001,50.74,15.74,-7.345365e-25
1966-09-01,0,0001,50.74,15.74,-7.345365e-25
1966-10-01,0,0001,50.74,15.74,0.00038051605
1966-11-01,0,0001,50.74,15.74,0.01108551
1966-12-01,0,0001,50.74,15.74,0.084548
1967-01-01,0,0001,50.74,15.74,0.20007992
1967-02-01,0,0001,50.74,15.74,0.21986389
1967-03-01,0,0001,50.74,15.74,0.18739891
1967-04-01,0,0001,50.74,15.74,0.06367874
1967-05-01,0,0001,50.74,15.74,0.0002155304
1967-06-01,0,0001,50.74,15.74,-7.345365e-25
1967-07-01,0,0001,50.74,15.74,-7.345365e-25
1967-08-01,0,0001,50.74,15.74,-7.345365e-25
1967-09-01,0,0001,50.74,15.74,-7.345365e-25
1967-10-01,0,0001,50.74,15.74,3.8146973e-06
1967-11-01,0,0001,50.74,15.74,0.0014781952
1967-12-01,0,0001,50.74,15.74,0.05445671
1968-01-01,0,0001,50.74,15.74,0.1252966
1968-02-01,0,0001,50.74,15.74,0.18531513
1968-03-01,0,0001,50.74,15.74,0.22631359
1968-04-01,0,0001,50.74,15.74,0.042637825
1968-05-01,0,0001,50.74,15.74,3.1471252e-05
1968-06-01,0,0001,50.74,15.74,-7.345365e-25
1968-07-01,0,0001,50.74,15.74,-7.345365e-25
1968-08-01,0,0001,50.74,15.74,-7.345365e-25
1968-09-01,0,0001,50.74,15.74,-7.345365e-25
1968-10-01,0,0001,50.74,15.74,-7.345365e-25
1968-11-01,0,0001,50.74,15.74,0.0030021667
1968-12-01,0,0001,50.74,15.74,0.010838509
1969-01-01,0,0001,50.74,15.74,0.05593109
1969-02-01,0,0001,50.74,15.74,0.10897255
1969-03-01,0,0001,50.74,15.74,0.13802528
1969-04-01,0,0001,50.74,15.74,0.07533646
1969-05-01,0,0001,50.74,15.74,2.861023e-06
1969-06-01,0,0001,50.74,15.74,-7.345365e-25
1969-07-01,0,0001,50.74,15.74,-7.345365e-25
1969-08-01,0,0001,50.74,15.74,-7.345365e-25
1969-09-01,0,0001,50.74,15.74,-7.345365e-25
1969-10-01,0,0001,50.74,15.74,0.00027942657
1969-11-01,0,0001,50.74,15.74,0.0062742233
1969-12-01,0,0001,50.74,15.74,0.056563377
1970-01-01,0,0001,50.74,15.74,0.090662956
1970-02-01,0,0001,50.74,15.74,0.15439701
1970-03-01,0,0001,50.74,15.74,0.25006294
1970-04-01,0,0001,50.74,15.74,0.19895172
1970-05-01,0,0001,50.74,15.74,0.005911827
1970-06-01,0,0001,50.74,15.74,-7.345365e-25
1970-07-01,0,0001,50.74,15.74,-7.345365e-25
1970-08-01,0,0001,50.74,15.74,-7.345365e-25
1970-09-01,0,0001,50.74,15.74,-7.345365e-25
1970-10-01,0,0001,50.74,15.74,0.0006904602
1970-11-01,0,0001,50.74,15.74,0.0039834976
1970-12-01,0,0001,50.74,15.74,0.01836586
1971-01-01,0,0001,50.74,15.74,0.06210804
1971-02-01,0,0001,50.74,15.74,0.081980705
1971-03-01,0,0001,50.74,15.74,0.10931778
1971-04-01,0,0001,50.74,15.74,0.003252983
1971-05-01,0,0001,50.74,15.74,0.0006790161
1971-06-01,0,0001,50.74,15.74,-7.345365e-25
1971-07-01,0,0001,50.74,15.74,-7.345365e-25
1971-08-01,0,0001,50.74,15.74,-7.345365e-25
1971-09-01,0,0001,50.74,15.74,-7.345365e-25
1971-10-01,0,0001,50.74,15.74,0.0011711121
1971-11-01,0,0001,50.74,15.74,0.018390656
1971-12-01,0,0001,50.74,15.74,0.023441315
1972-01-01,0,0001,50.74,15.74,0.025408745
1972-02-01,0,0001,50.74,15.74,0.027828217
1972-03-01,0,0001,50.74,15.74,0.0018501282
1972-04-01,0,0001,50.74,15.74,0.0008096695
1972-05-01,0,0001,50.74,15.74,1.2397766e-05
1972-06-01,0,0001,50.74,15.74,-7.345365e-25
1972-07-01,0,0001,50.74,15.74,-7.345365e-25
1972-08-01,0,0001,50.74,15.74,-7.345365e-25
1972-09-01,0,0001,50.74,15.74,-7.345365e-25
1972-10-01,0,0001,50.74,15.74,0.001876831
1972-11-01,0,0001,50.74,15.74,0.013926506
1972-12-01,0,0001,50.74,15.74,0.020474434
1973-01-01,0,0001,50.74,15.74,0.02393055
1973-02-01,0,0001,50.74,15.74,0.06423187
1973-03-01,0,0001,50.74,15.74,0.09840393
1973-04-01,0,0001,50.74,15.74,0.0149793625
1973-05-01,0,0001,50.74,15.74,9.536743e-07
1973-06-01,0,0001,50.74,15.74,-7.345365e-25
1973-07-01,0,0001,50.74,15.74,-7.345365e-25
1973-08-01,0,0001,50.74,15.74,-7.345365e-25
1973-09-01,0,0001,50.74,15.74,-7.345365e-25
1973-10-01,0,0001,50.74,15.74,0.0039482117
1973-11-01,0,0001,50.74,15.74,0.017608643
1973-12-01,0,0001,50.74,15.74,0.10299778
1974-01-01,0,0001,50.74,15.74,0.13947582
1974-02-01,0,0001,50.74,15.74,0.13417721
1974-03-01,0,0001,50.74,15.74,0.077028275
1974-04-01,0,0001,50.74,15.74,0.0006580353
1974-05-01,0,0001,50.74,15.74,0.00026893616
1974-06-01,0,0001,50.74,15.74,-7.345365e-25
1974-07-01,0,0001,50.74,15.74,-7.345365e-25
1974-08-01,0,0001,50.74,15.74,-7.345365e-25
1974-09-01,0,0001,50.74,15.74,-7.345365e-25
1974-10-01,0,0001,50.74,15.74,0.016061783
1974-11-01,0,0001,50.74,15.74,0.046049118
1974-12-01,0,0001,50.74,15.74,0.03635502
1975-01-01,0,0001,50.74,15.74,0.020942688
1975-02-01,0,0001,50.74,15.74,0.029363632
1975-03-01,0,0001,50.74,15.74,0.010309219
1975-04-01,0,0001,50.74,15.74,0.006316185
1975-05-01,0,0001,50.74,15.74,8.869171e-05
1975-06-01,0,0001,50.74,15.74,-7.345365e-25
1975-07-01,0,0001,50.74,15.74,-7.345365e-25
1975-08-01,0,0001,50.74,15.74,-7.345365e-25
1975-09-01,0,0001,50.74,15.74,-7.345365e-25
1975-10-01,0,0001,50.74,15.74,0.00019168854
1975-11-01,0,0001,50.74,15.74,0.012140274
1975-12-01,0,0001,50.74,15.74,0.052975655
1976-01-01,0,0001,50.74,15.74,0.16599369
1976-02-01,0,0001,50.74,15.74,0.24602032
1976-03-01,0,0001,50.74,15.74,0.2501831
1976-04-01,0,0001,50.74,15.74,0.09238911
1976-05-01,0,0001,50.74,15.74,0.0005378723
1976-06-01,0,0001,50.74,15.74,-7.345365e-25
1976-07-01,0,0001,50.74,15.74,-7.345365e-25
1976-08-01,0,0001,50.74,15.74,-7.345365e-25
1976-09-01,0,0001,50.74,15.74,-7.345365e-25
1976-10-01,0,0001,50.74,15.74,-7.345365e-25
1976-11-01,0,0001,50.74,15.74,0.013504982
1976-12-01,0,0001,50.74,15.74,0.061214447
1977-01-01,0,0001,50.74,15.74,0.10363865
1977-02-01,0,0001,50.74,15.74,0.12036896
1977-03-01,0,0001,50.74,15.74,0.043920517
1977-04-01,0,0001,50.74,15.74,0.012288094
1977-05-01,0,0001,50.74,15.74,-7.345365e-25
1977-06-01,0,0001,50.74,15.74,-7.345365e-25
1977-07-01,0,0001,50.74,15.74,-7.345365e-25
1977-08-01,0,0001,50.74,15.74,-7.345365e-25
1977-09-01,0,0001,50.74,15.74,2.861023e-06
1977-10-01,0,0001,50.74,15.74,8.583069e-06
1977-11-01,0,0001,50.74,15.74,0.011159897
1977-12-01,0,0001,50.74,15.74,0.046862602
1978-01-01,0,0001,50.74,15.74,0.09667492
1978-02-01,0,0001,50.74,15.74,0.14308167
1978-03-01,0,0001,50.74,15.74,0.09287739
1978-04-01,0,0001,50.74,15.74,0.008061409
1978-05-01,0,0001,50.74,15.74,0.0005874634
1978-06-01,0,0001,50.74,15.74,-7.345365e-25
1978-07-01,0,0001,50.74,15.74,-7.345365e-25
1978-08-01,0,0001,50.74,15.74,-7.345365e-25
1978-09-01,0,0001,50.74,15.74,-7.345365e-25
1978-10-01,0,0001,50.74,15.74,0.00021362305
1978-11-01,0,0001,50.74,15.74,0.0018625259
1978-12-01,0,0001,50.74,15.74,0.036396027
1979-01-01,0,0001,50.74,15.74,0.05676651
1979-02-01,0,0001,50.74,15.74,0.11867428
1979-03-01,0,0001,50.74,15.74,0.116054535
1979-04-01,0,0001,50.74,15.74,0.03657818
1979-05-01,0,0001,50.74,15.74,9.346008e-05
1979-06-01,0,0001,50.74,15.74,-7.345365e-25
1979-07-01,0,0001,50.74,15.74,-7.345365e-25
1979-08-01,0,0001,50.74,15.74,-7.345365e-25
1979-09-01,0,0001,50.74,15.74,9.536743e-07
1979-10-01,0,0001,50.74,15.74,0.00015735626
1979-11-01,0,0001,50.74,15.74,0.010139465
1979-12-01,0,0001,50.74,15.74,0.008874893
1980-01-01,0,0001,50.74,15.74,0.038505554
1980-02-01,0,0001,50.74,15.74,0.06652737
1980-03-01,0,0001,50.74,15.74,0.09057903
1980-04-01,0,0001,50.74,15.74,0.038122177
1980-05-01,0,0001,50.74,15.74,0.00016593933
1980-06-01,0,0001,50.74,15.74,-7.345365e-25
1980-07-01,0,0001,50.74,15.74,-7.345365e-25
1980-08-01,0,0001,50.74,15.74,-7.345365e-25
1980-09-01,0,0001,50.74,15.74,-7.345365e-25
1980-10-01,0,0001,50.74,15.74,9.918213e-05
1980-11-01,0,0001,50.74,15.74,0.007241249
1980-12-01,0,0001,50.74,15.74,0.01108551
1981-01-01,0,0001,50.74,15.74,0.06950188
1981-02-01,0,0001,50.74,15.74,0.110842705
1981-03-01,0,0001,50.74,15.74,0.040224075
1981-04-01,0,0001,50.74,15.74,0.0023040771
1981-05-01,0,0001,50.74,15.74,0.00014209747
1981-06-01,0,0001,50.74,15.74,-7.345365e-25
1981-07-01,0,0001,50.74,15.74,-7.345365e-25
1981-08-01,0,0001,50.74,15.74,-7.345365e-25
1981-09-01,0,0001,50.74,15.74,-7.345365e-25
1981-10-01,0,0001,50.74,15.74,0.0032806396
1981-11-01,0,0001,50.74,15.74,0.015687943
1981-12-01,0,0001,50.74,15.74,0.089921
1982-01-01,0,0001,50.74,15.74,0.10315609
1982-02-01,0,0001,50.74,15.74,0.13608074
1982-03-01,0,0001,50.74,15.74,0.113123894
1982-04-01,0,0001,50.74,15.74,0.009875298
1982-05-01,0,0001,50.74,15.74,0.00022697449
1982-06-01,0,0001,50.74,15.74,-7.345365e-25
1982-07-01,0,0001,50.74,15.74,-7.345365e-25
1982-08-01,0,0001,50.74,15.74,-7.345365e-25
1982-09-01,0,0001,50.74,15.74,-7.345365e-25
1982-10-01,0,0001,50.74,15.74,-7.345365e-25
1982-11-01,0,0001,50.74,15.74,0.000957489
1982-12-01,0,0001,50.74,15.74,0.011797905
1983-01-01,0,0001,50.74,15.74,0.037686348
1983-02-01,0,0001,50.74,15.74,0.070991516
1983-03-01,0,0001,50.74,15.74,0.03841591
1983-04-01,0,0001,50.74,15.74,0.001537323
1983-05-01,0,0001,50.74,15.74,-7.345365e-25
1983-06-01,0,0001,50.74,15.74,-7.345365e-25
1983-07-01,0,0001,50.74,15.74,-7.345365e-25
1983-08-01,0,0001,50.74,15.74,-7.345365e-25
1983-09-01,0,0001,50.74,15.74,-7.345365e-25
1983-10-01,0,0001,50.74,15.74,9.536743e-06
1983-11-01,0,0001,50.74,15.74,0.0050439835
1983-12-01,0,0001,50.74,15.74,0.022127151
1984-01-01,0,0001,50.74,15.74,0.030981064
1984-02-01,0,0001,50.74,15.74,0.09202862
1984-03-01,0,0001,50.74,15.74,0.111325264
1984-04-01,0,0001,50.74,15.74,0.019516945
1984-05-01,0,0001,50.74,15.74,0.0001821518
1984-06-01,0,0001,50.74,15.74,-7.345365e-25
1984-07-01,0,0001,50.74,15.74,-7.345365e-25
1984-08-01,0,0001,50.74,15.74,-7.345365e-25
1984-09-01,0,0001,50.74,15.74,-7.345365e-25
1984-10-01,0,0001,50.74,15.74,-7.345365e-25
1984-11-01,0,0001,50.74,15.74,0.0041189194
1984-12-01,0,0001,50.74,15.74,0.008254051
1985-01-01,0,0001,50.74,15.74,0.040704727
1985-02-01,0,0001,50.74,15.74,0.101447105
1985-03-01,0,0001,50.74,15.74,0.114997864
1985-04-01,0,0001,50.74,15.74,0.005367279
1985-05-01,0,0001,50.74,15.74,0.0045166016
1985-06-01,0,0001,50.74,15.74,-7.345365e-25
1985-07-01,0,0001,50.74,15.74,-7.345365e-25
1985-08-01,0,0001,50.74,15.74,-7.345365e-25
1985-09-01,0,0001,50.74,15.74,-7.345365e-25
1985-10-01,0,0001,50.74,15.74,3.8146973e-06
1985-11-01,0,0001,50.74,15.74,0.017116547
1985-12-01,0,0001,50.74,15.74,0.014327049
1986-01-01,0,0001,50.74,15.74,0.071614265
1986-02-01,0,0001,50.74,15.74,0.13491058
1986-03-01,0,0001,50.74,15.74,0.10925484
1986-04-01,0,0001,50.74,15.74,0.007909775
1986-05-01,0,0001,50.74,15.74,-7.345365e-25
1986-06-01,0,0001,50.74,15.74,-7.345365e-25
1986-07-01,0,0001,50.74,15.74,-7.345365e-25
1986-08-01,0,0001,50.74,15.74,-7.345365e-25
1986-09-01,0,0001,50.74,15.74,-7.345365e-25
1986-10-01,0,0001,50.74,15.74,1.6212463e-05
1986-11-01,0,0001,50.74,15.74,0.0003671646
1986-12-01,0,0001,50.74,15.74,0.032382965
1987-01-01,0,0001,50.74,15.74,0.19081116
1987-02-01,0,0001,50.74,15.74,0.2339468
1987-03-01,0,0001,50.74,15.74,0.24972343
1987-04-01,0,0001,50.74,15.74,0.07387543
1987-05-01,0,0001,50.74,15.74,6.67572e-06
1987-06-01,0,0001,50.74,15.74,-7.345365e-25
1987-07-01,0,0001,50.74,15.74,-7.345365e-25
1987-08-01,0,0001,50.74,15.74,-7.345365e-25
1987-09-01,0,0001,50.74,15.74,-7.345365e-25
1987-10-01,0,0001,50.74,15.74,-7.345365e-25
1987-11-01,0,0001,50.74,15.74,0.0012702942
1987-12-01,0,0001,50.74,15.74,0.0078029633
1988-01-01,0,0001,50.74,15.74,0.00874424
1988-02-01,0,0001,50.74,15.74,0.049355507
1988-03-01,0,0001,50.74,15.74,0.15323734
1988-04-01,0,0001,50.74,15.74,0.042209625
1988-05-01,0,0001,50.74,15.74,-7.345365e-25
1988-06-01,0,0001,50.74,15.74,-7.345365e-25
1988-07-01,0,0001,50.74,15.74,-7.345365e-25
1988-08-01,0,0001,50.74,15.74,-7.345365e-25
1988-09-01,0,0001,50.74,15.74,-7.345365e-25
1988-10-01,0,0001,50.74,15.74,0.00023555756
1988-11-01,0,0001,50.74,15.74,0.016413689
1988-12-01,0,0001,50.74,15.74,0.08925915
1989-01-01,0,0001,50.74,15.74,0.09061241
1989-02-01,0,0001,50.74,15.74,0.05915165
1989-03-01,0,0001,50.74,15.74,0.0037612915
1989-04-01,0,0001,50.74,15.74,0.0013589859
1989-05-01,0,0001,50.74,15.74,0.00016212463
1989-06-01,0,0001,50.74,15.74,-7.345365e-25
1989-07-01,0,0001,50.74,15.74,-7.345365e-25
1989-08-01,0,0001,50.74,15.74,-7.345365e-25
1989-09-01,0,0001,50.74,15.74,-7.345365e-25
1989-10-01,0,0001,50.74,15.74,1.7166138e-05
1989-11-01,0,0001,50.74,15.74,0.009019852
1989-12-01,0,0001,50.74,15.74,0.027583122
1990-01-01,0,0001,50.74,15.74,0.004392624
1990-02-01,0,0001,50.74,15.74,0.009648323
1990-03-01,0,0001,50.74,15.74,0.008022308
1990-04-01,0,0001,50.74,15.74,0.00091362
1990-05-01,0,0001,50.74,15.74,9.536743e-07
1990-06-01,0,0001,50.74,15.74,-7.345365e-25
1990-07-01,0,0001,50.74,15.74,-7.345365e-25
1990-08-01,0,0001,50.74,15.74,-7.345365e-25
1990-09-01,0,0001,50.74,15.74,-7.345365e-25
1990-10-01,0,0001,50.74,15.74,5.340576e-05
1990-11-01,0,0001,50.74,15.74,0.0031023026
1990-12-01,0,0001,50.74,15.74,0.05047512
1991-01-01,0,0001,50.74,15.74,0.023355484
1991-02-01,0,0001,50.74,15.74,0.03007698
1991-03-01,0,0001,50.74,15.74,0.0058546066
1991-04-01,0,0001,50.74,15.74,0.0045261383
1991-05-01,0,0001,50.74,15.74,0.00022411346
1991-06-01,0,0001,50.74,15.74,-7.345365e-25
1991-07-01,0,0001,50.74,15.74,-7.345365e-25
1991-08-01,0,0001,50.74,15.74,-7.345365e-25
1991-09-01,0,0001,50.74,15.74,-7.345365e-25
1991-10-01,0,0001,50.74,15.74,0.0011920929
1991-11-01,0,0001,50.74,15.74,0.0129003525
1991-12-01,0,0001,50.74,15.74,0.055210114
1992-01-01,0,0001,50.74,15.74,0.12873459
1992-02-01,0,0001,50.74,15.74,0.16532516
1992-03-01,0,0001,50.74,15.74,0.13057613
1992-04-01,0,0001,50.74,15.74,0.06987476
1992-05-01,0,0001,50.74,15.74,2.861023e-06
